"Row.names"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"pacId"	"transcriptName"	"peptideName"	"Pfam"	"Panther"	"KOG"	"KEGG.ec"	"KO"	"GO"	"Best.hit.arabi.name"	"arabi.symbol"	"arabi.defline"
"Prupe.1G337500"	18.2436690442257	4.77749626512523	0.745130689241177	6.41162192633686	1.43979540352822e-10	5.29293739860213e-09	32120603	"Prupe.1G337500.1"	"Prupe.1G337500.1.p"	"PF00149"	"PTHR10161,PTHR10161:SF14"	""	"3.1.3.2"	"K14379"	"GO:0016787"	"AT1G14700.1"	"ATPAP3,PAP3"	"purple acid phosphatase 3"
"Prupe.1G337700"	9.89099664424938	3.89807919309457	0.805181713275792	4.84124158413343	1.29030391308987e-06	2.13471401250921e-05	32120638	"Prupe.1G337700.1"	"Prupe.1G337700.1.p"	"PF00149"	"PTHR10161,PTHR10161:SF14"	"KOG2679"	"3.1.3.2,1.11.1.7"	"K14379"	"GO:0016787"	"AT3G17790.1"	"ATACP5,ATPAP17,PAP17"	"purple acid phosphatase 17"
"Prupe.1G338800"	63.9409664086696	1.76972330463548	0.426464605700611	4.14975423746624	3.32832431346123e-05	0.000392758199844573	32110879	"Prupe.1G338800.1"	"Prupe.1G338800.1.p"	"PF08263,PF00560,PF07714,PF13855"	""	"KOG1187"	"2.7.11.1"	""	"GO:0005515,GO:0006468,GO:0004672"	"AT2G01950.1"	"BRL2,VH1"	"BRI1-like 2"
"Prupe.1G339400"	135.23039034357	-1.96118732548873	0.283932487113806	-6.90723117112925	4.94204260357843e-12	2.21695241551714e-10	32116869	"Prupe.1G339400.1"	"Prupe.1G339400.1.p"	"PF02705"	"PTHR30540,PTHR30540:SF5"	""	""	"K03549"	"GO:0071805,GO:0016020,GO:0015079"	"AT2G40540.2"	"ATKT2,ATKUP2,KT2,KUP2,SHY3,TRK2"	"potassium transporter 2"
"Prupe.1G339500"	16.6723659581644	-2.97492508943537	0.557009219813009	-5.34089021081925	9.24912610543517e-08	1.98281791856098e-06	32117490	"Prupe.1G339500.1"	"Prupe.1G339500.1.p"	""	""	""	""	""	""	""	""	""
"Prupe.1G339600"	19.9843106843946	2.39593482456509	0.503547754078093	4.75810845180239	1.95415505203774e-06	3.10197363911151e-05	32112324	"Prupe.1G339600.1"	"Prupe.1G339600.1.p"	""	"PTHR33385,PTHR33385:SF5"	""	""	""	""	"AT1G14630.1"	""	""
"Prupe.1G340000"	633.948283786066	0.583999058829019	0.174965826036928	3.33778928180959	0.000844477651992665	0.00652451891520585	32116782	"Prupe.1G340000.1"	"Prupe.1G340000.1.p"	"PF00854"	"PTHR11654,PTHR11654:SF153"	""	""	"K14638"	"GO:0016020,GO:0006810,GO:0005215"	"AT2G02040.1"	"ATPTR2,ATPTR2-B,NTR1,PTR2,PTR2-B"	"peptide transporter 2"
"Prupe.1G340300"	271.194473692559	-4.77488106197248	0.890496993190929	-5.36204063403133	8.22870230432171e-08	1.79427999068325e-06	32119854	"Prupe.1G340300.1"	"Prupe.1G340300.1.p"	"PF13561"	"PTHR24322,PTHR24322:SF510"	"KOG0725"	"1.1.1.288"	""	""	"AT3G42960.1"	"ASD,ATA1,TA1"	"TAPETUM 1"
"Prupe.1G341600"	33.4580596662679	1.43473403872978	0.372677483698006	3.84980070299176	0.000118213973331638	0.00120618526095799	32118082	"Prupe.1G341600.1"	"Prupe.1G341600.1.p"	"PF00304"	"PTHR33147"	""	""	""	""	"AT2G02100.1"	"LCR69,PDF2.2"	"low-molecular-weight cysteine-rich 69"
"Prupe.1G341700"	12.0032334968094	4.09013715547598	0.787876395509549	5.1913436914565	2.08781821399471e-07	4.10826142475519e-06	32111752	"Prupe.1G341700.1"	"Prupe.1G341700.1.p"	"PF00304"	"PTHR33147"	""	""	""	""	"AT2G02100.1"	"LCR69,PDF2.2"	"low-molecular-weight cysteine-rich 69"
"Prupe.1G341900"	8.23072812578166	3.82591590156099	0.897995845906008	4.26050512260549	2.03965407192783e-05	0.000253909503844023	32120014	"Prupe.1G341900.1"	"Prupe.1G341900.1.p"	"PF00141"	"PTHR31388,PTHR31388:SF37"	""	"1.11.1.7"	"K00430"	"GO:0055114,GO:0020037,GO:0006979,GO:0004601"	"AT1G14550.1"	""	"Peroxidase superfamily protein"
"Prupe.1G343400"	98.8760174107105	1.18804803225587	0.314299377965635	3.77998849360041	0.000156835606502414	0.00154828597286871	32114132	"Prupe.1G343400.1"	"Prupe.1G343400.1.p"	"PF00462,PF00610,PF04784"	"PTHR23054,PTHR23054:SF14"	"KOG1752"	""	""	"GO:0045454,GO:0015035,GO:0009055,GO:0035556"	"AT3G11920.1"	""	"glutaredoxin-related"
"Prupe.1G343600"	54.3726887475467	-1.57219585159715	0.369629622993049	-4.25343574702269	2.10515362246716e-05	0.000260629536019247	32116557	"Prupe.1G343600.1"	"Prupe.1G343600.1.p"	"PF08263,PF13855,PF00069"	"PTHR27008,PTHR27008:SF40"	"KOG1187"	"2.7.11.1"	""	"GO:0005515,GO:0006468,GO:0005524,GO:0004672"	"AT1G10850.1"	""	"Leucine-rich repeat protein kinase family protein"
"Prupe.1G343700"	81.8500327302025	-1.60805893478096	0.28441966590557	-5.65382470885417	1.56916244606575e-08	3.98473346341334e-07	32120508	"Prupe.1G343700.1"	"Prupe.1G343700.1.p"	""	"PTHR34064,PTHR34064:SF3"	""	""	""	""	"AT4G21215.1"	""	""
"Prupe.1G344700"	182.801525604455	-0.554619112426648	0.188961772241465	-2.9350863185064	0.00333454912361701	0.0202841778529224	32114570	"Prupe.1G344700.1"	"Prupe.1G344700.1.p"	""	"PTHR33644,PTHR33644:SF1"	""	""	""	""	"AT3G19895.1"	""	"RING/U-box superfamily protein"
"Prupe.1G344800"	122.465058287139	-2.05300782669944	0.266207222606164	-7.71206658707656	1.23796507628294e-14	7.78160393320321e-13	32119935	"Prupe.1G344800.1"	"Prupe.1G344800.1.p"	"PF05633"	"PTHR31509,PTHR31509:SF3"	""	""	""	""	"AT1G01550.1"	"BPS1"	"Protein of unknown function (DUF793)"
"Prupe.1G344900"	97.9623798099296	-0.802072124451598	0.262211600933341	-3.0588735265588	0.00222170921763998	0.0145818014587354	32117807	"Prupe.1G344900.1"	"Prupe.1G344900.1.p"	"PF03000"	"PTHR32370,PTHR32370:SF15"	""	""	""	""	"AT3G19850.1"	""	"Phototropic-responsive NPH3 family protein"
"Prupe.1G345000"	116.649123675123	-0.768296265882781	0.240969632954054	-3.18835305703965	0.00143085713565011	0.0101043122138176	32112504	"Prupe.1G345000.1"	"Prupe.1G345000.1.p"	"PF00076,PF00641"	""	""	""	""	"GO:0003676,GO:0008270"	"AT1G50300.1"	"TAF15"	"TBP-associated factor 15"
"Prupe.1G345200"	1671.33015788227	-2.08895394568266	0.439098695670491	-4.75736768585223	1.96133730684599e-06	3.11094981240073e-05	32110982	"Prupe.1G345200.1"	"Prupe.1G345200.1.p"	"PF00168"	"PTHR10774,PTHR10774:SF82"	""	""	""	"GO:0005515"	"AT3G19830.2"	"NTMC2T5.2,NTMC2TYPE5.2"	"Calcium-dependent lipid-binding (CaLB domain) family protein"
"Prupe.1G345900"	1080.23336115935	-0.714418939269234	0.227194364933103	-3.14452754794157	0.00166355248000894	0.0114343670482997	32110895	"Prupe.1G345900.1"	"Prupe.1G345900.1.p"	"PF07973,PF01411"	""	""	"6.1.1.7"	"K01872"	"GO:0043039,GO:0016876,GO:0005524,GO:0006419,GO:0004813,GO:0000166"	"AT1G50200.1"	"ACD,ALATS"	"Alanyl-tRNA synthetase"
"Prupe.1G346600"	121.161670275201	-0.929017385989244	0.359864620861481	-2.58157465928511	0.00983507157816593	0.0484052846208137	32113428	"Prupe.1G346600.1"	"Prupe.1G346600.1.p"	"PF03951,PF00120"	"PTHR20852,PTHR20852:SF59"	""	"6.3.1.2"	"K01915"	"GO:0006807,GO:0006542,GO:0004356"	"AT5G16570.1"	"GLN1;4"	"glutamine synthetase 1;4"
"Prupe.1G347000"	432.813098329986	0.706680811894751	0.267348085293319	2.64329857129675	0.0082102600733892	0.0420548683739046	32119990	"Prupe.1G347000.1"	"Prupe.1G347000.1.p"	"PF13920"	"PTHR15600,PTHR15600:SF28"	""	""	"K17592"	""	"AT5G23110.1"	""	"Zinc finger, C3HC4 type (RING finger) family protein"
"Prupe.1G347600"	22.9108183069269	-1.29102676335294	0.3956145252759	-3.26334520314335	0.0011010531543974	0.00815123538439022	32116916	"Prupe.1G347600.1"	"Prupe.1G347600.1.p"	""	"PTHR34379,PTHR34379:SF1"	""	""	""	""	"AT5G08240.1"	""	""
"Prupe.1G348500"	35.4245636572756	-1.90028917349089	0.359303136944229	-5.28881876638291	1.23108794222213e-07	2.56101501851848e-06	32120197	"Prupe.1G348500.1"	"Prupe.1G348500.1.p"	"PF00857"	"PTHR11080,PTHR11080:SF13"	"KOG4003"	""	""	"GO:0008152,GO:0003824"	"AT5G23230.1"	"NIC2"	"nicotinamidase 2"
"Prupe.1G348700"	76.5983578367114	-3.12793165995892	0.543183191456133	-5.75852071485081	8.48542553625147e-09	2.2828821198322e-07	32120212	"Prupe.1G348700.1"	"Prupe.1G348700.1.p"	"PF13370,PF00226"	"PTHR24078"	"KOG0716"	""	""	""	"AT5G23240.1"	""	"DNAJ heat shock N-terminal domain-containing protein"
"Prupe.1G349100"	299.531396609212	0.976659127733834	0.169039042187588	5.77771333234369	7.57226798444966e-09	2.05348614875235e-07	32115937	"Prupe.1G349100.1"	"Prupe.1G349100.1.p"	"PF00612,PF00063"	"PTHR13140,PTHR13140:SF384"	""	"3.6.4.1"	"K10357"	"GO:0005515,GO:0016459,GO:0005524,GO:0003774"	"AT3G19960.1"	"ATM1"	"myosin 1"
"Prupe.1G349700"	107.035776224576	-0.650639692455734	0.235493074093975	-2.7628824964767	0.00572933880756514	0.0315276179829429	32114066	"Prupe.1G349700.1"	"Prupe.1G349700.1.p"	"PF00249"	"PTHR24078,PTHR24078:SF279"	""	""	""	""	"AT5G08520.1"	""	"Duplicated homeodomain-like superfamily protein"
"Prupe.1G352100"	46.823715373614	-1.38166932578458	0.320249257041712	-4.31435606923084	1.60068778255096e-05	0.000204900109235907	32113621	"Prupe.1G352100.1"	"Prupe.1G352100.1.p"	"PF00400"	"PTHR22838,PTHR22838:SF3"	""	""	""	"GO:0005515"	"AT5G08560.1"	""	"transducin family protein / WD-40 repeat family protein"
"Prupe.1G352700"	228.499002585722	1.34865997127442	0.206398002709461	6.5342685179608	6.3921174139871e-11	2.46556559191783e-09	32113484	"Prupe.1G352700.1"	"Prupe.1G352700.1.p"	"PF01150"	"PTHR11782,PTHR11782:SF3"	"KOG1386"	"3.6.1.5"	""	"GO:0016787"	"AT4G19180.1"	""	"GDA1/CD39 nucleoside phosphatase family protein"
"Prupe.1G355600"	408.182514185372	0.645420193392404	0.190451191714754	3.38890078650216	0.000701733955626493	0.00561332040074201	32110947	"Prupe.1G355600.1"	"Prupe.1G355600.1.p"	"PF00004,PF01434"	""	""	""	"K03798"	"GO:0005524,GO:0006508,GO:0004222"	"AT5G42270.1"	"FTSH5,VAR1"	"FtsH extracellular protease family"
"Prupe.1G355900"	775.619343516977	-1.09721588931162	0.374557530101161	-2.92936545426088	0.00339654822238396	0.0205982807752985	32111221	"Prupe.1G355900.1"	"Prupe.1G355900.1.p"	"PF13193,PF00501"	"PTHR24096,PTHR24096:SF186"	""	""	"K10526"	"GO:0008152,GO:0003824"	"AT1G20510.1"	"OPCL1"	"OPC-8:0 CoA ligase1"
"Prupe.1G356000"	9.79266061567891	-2.64262829852691	0.717718429218806	-3.68198473237375	0.000231425272962491	0.0021590504393743	32112704	"Prupe.1G356000.1"	"Prupe.1G356000.1.p"	"PF01490"	""	"KOG1303"	""	""	""	"AT1G47670.1"	""	"Transmembrane amino acid transporter family protein"
"Prupe.1G356400"	8158.25260662045	-0.793027810128566	0.210710159394253	-3.76359551152329	0.00016748771531264	0.00162896600289266	32119336	"Prupe.1G356400.1"	"Prupe.1G356400.1.p"	"PF00257"	"PTHR33346"	""	""	""	"GO:0009415,GO:0006950"	"AT1G20440.1"	"AtCOR47,COR47,RD17"	"cold-regulated 47"
"Prupe.1G357300"	315.868706898211	0.689209312699594	0.267208607454137	2.57929308215825	0.00990027504235511	0.0486321759557656	32111465	"Prupe.1G357300.1"	"Prupe.1G357300.1.p"	"PF01575"	"PTHR13078"	"KOG1206"	"4.2.1.119"	""	""	"AT1G76150.1"	"ATECH2,ECH2"	"enoyl-CoA hydratase 2"
"Prupe.1G357800"	125.843806346982	0.961636029564432	0.346136015048355	2.77820275197336	0.00546604992623054	0.0303855475543236	32118990	"Prupe.1G357800.1"	"Prupe.1G357800.1.p"	"PF00128,PF07821"	"PTHR10357,PTHR10357:SF118"	"KOG0471"	"3.2.1.1"	"K01176"	"GO:0043169,GO:0005975,GO:0003824,GO:0005509,GO:0004556"	"AT1G76130.1"	"AMY2,ATAMY2"	"alpha-amylase-like 2"
"Prupe.1G358200"	24.0966741511322	1.46773754962015	0.539573386352891	2.7201815114362	0.006524609061648	0.0350145423318901	32115852	"Prupe.1G358200.1"	"Prupe.1G358200.1.p"	"PF13716"	"PTHR11106,PTHR11106:SF58"	"KOG2633"	""	""	""	"AT4G35750.1"	""	"SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein"
"Prupe.1G359400"	120.662643010476	1.78511465444061	0.343239860136635	5.20077899382083	1.98454973146746e-07	3.920207549085e-06	32115155	"Prupe.1G359400.1"	"Prupe.1G359400.1.p"	""	"PTHR34779"	""	""	""	""	"AT1G76070.1"	""	""
"Prupe.1G360100"	275.171092109675	-0.805156731751408	0.249171532321701	-3.23133515393678	0.00123213372321161	0.0089492280338544	32119685	"Prupe.1G360100.1"	"Prupe.1G360100.1.p"	"PF13499,PF07714"	"PTHR24349,PTHR24349:SF89"	"KOG0032"	"2.7.11.1"	"K13412"	"GO:0006468,GO:0004672"	"AT1G76040.2"	"CPK29"	"calcium-dependent protein kinase 29"
"Prupe.1G360300"	30.7987611447552	-1.54805426475918	0.378624210436112	-4.08862989235707	4.33928544054462e-05	0.000495091805502138	32114396	"Prupe.1G360300.1"	"Prupe.1G360300.1.p"	"PF13639"	"PTHR14155,PTHR14155:SF77"	""	""	"K19037"	"GO:0008270,GO:0005515"	"AT5G42200.1"	""	"RING/U-box superfamily protein"
"Prupe.1G360500"	535.647301276966	-0.730003830281867	0.216306249533879	-3.3748624085294	0.000738526047287153	0.00584109572001948	32120456	"Prupe.1G360500.1"	"Prupe.1G360500.1.p"	"PF01918"	"PTHR13516,PTHR13516:SF6"	"KOG2567"	""	""	"GO:0003676"	"AT1G76010.1"	""	"Alba DNA/RNA-binding protein"
"Prupe.1G360800"	26.723113973927	5.71190297986184	0.7802417664135	7.32068344164332	2.46711203143055e-13	1.332764022072e-11	32114489	"Prupe.1G360800.1"	"Prupe.1G360800.1.p"	"PF05055"	"PTHR31113,PTHR31113:SF2"	""	""	""	""	"AT1G20180.1"	""	"Protein of unknown function (DUF677)"
"Prupe.1G360900"	68.1720514679787	-1.39997147696276	0.407459726508076	-3.43585239444519	0.000590692702518978	0.00484691683299819	32120775	"Prupe.1G360900.1"	"Prupe.1G360900.1.p"	"PF00107,PF08240"	"PTHR11695,PTHR11695:SF556"	"KOG0023"	""	"K00083"	"GO:0055114,GO:0016491,GO:0008270"	"AT4G39330.1"	"ATCAD9,CAD9"	"cinnamyl alcohol dehydrogenase 9"
"Prupe.1G361100"	18.5717122943037	-2.69620264913512	0.731521119140457	-3.68574820136865	0.000228031723511601	0.00213129604453294	32112494	"Prupe.1G361100.1"	"Prupe.1G361100.1.p"	""	""	""	""	""	""	"AT4G35900.1"	"atbzip14,FD,FD-1"	"Basic-leucine zipper (bZIP) transcription factor family protein"
"Prupe.1G361200"	8.82983794835927	-1.69093786042638	0.629825873232114	-2.68477039812432	0.00725796471235428	0.0381459895049825	32117069	"Prupe.1G361200.1"	"Prupe.1G361200.1.p"	""	""	""	""	""	""	""	""	""
"Prupe.1G362300"	14.1620175797952	-2.43778725251029	0.712438827594195	-3.42174957075592	0.000622195930462313	0.00508085097024678	32113931	"Prupe.1G362300.1"	"Prupe.1G362300.1.p"	"PF13920"	"PTHR10044,PTHR10044:SF113"	"KOG1100"	""	"K19042"	""	"AT4G35070.1"	""	"SBP (S-ribonuclease binding protein) family protein"
"Prupe.1G362400"	190.589039376662	-1.61694673857274	0.356270340878609	-4.53853872479292	5.664539436439e-06	8.07305879373804e-05	32120741	"Prupe.1G362400.1"	"Prupe.1G362400.1.p"	"PF14497,PF13417"	"PTHR12782,PTHR12782:SF8"	"KOG3029"	"5.3.99.3"	"K05309"	"GO:0005515"	"AT5G42150.1"	""	"Glutathione S-transferase family protein"
"Prupe.1G362500"	176.716155195452	-2.02693391826679	0.402693630681451	-5.03343922981037	4.81757582897197e-07	8.72131105180829e-06	32116705	"Prupe.1G362500.1"	"Prupe.1G362500.1.p"	""	"PTHR34660,PTHR34660:SF1"	""	""	""	""	"AT1G75860.1"	""	""
"Prupe.1G362800"	315.131950248277	-1.73233640057482	0.292534259376777	-5.92182400880307	3.18390256130827e-09	9.28987959363958e-08	32113805	"Prupe.1G362800.1"	"Prupe.1G362800.1.p"	""	"PTHR34660,PTHR34660:SF1"	""	""	""	""	"AT1G75860.1"	""	""
"Prupe.1G363900"	1627.85263618198	0.425664319547255	0.162824153651411	2.61425783584024	0.00894215261115742	0.0449321338783799	32119803	"Prupe.1G363900.1"	"Prupe.1G363900.1.p"	"PF02518,PF00183"	"PTHR11528,PTHR11528:SF45"	""	""	"K09487"	"GO:0051082,GO:0006950,GO:0006457,GO:0005524"	"AT4G24190.1"	"AtHsp90-7,AtHsp90.7,HSP90.7,SHD"	"Chaperone protein htpG family protein"
"Prupe.1G364000"	8.93989061128325	-2.00738338315759	0.67939887736609	-2.95464630577528	0.00313027691865751	0.0193244073129369	32115545	"Prupe.1G364000.1"	"Prupe.1G364000.1.p"	"PF00314"	"PTHR31048,PTHR31048:SF29"	""	""	""	""	"AT4G24180.1"	"ATTLP1,TLP1"	"THAUMATIN-LIKE PROTEIN 1"
"Prupe.1G364400"	828.643340812294	0.709205149764221	0.198824401423904	3.5669925053724	0.00036110180388821	0.00319054201214199	32112765	"Prupe.1G364400.1"	"Prupe.1G364400.1.p"	"PF00226"	"PTHR24078,PTHR24078:SF230"	""	""	""	""	"AT4G36040.1"	""	"Chaperone DnaJ-domain superfamily protein"
"Prupe.1G366300"	23.1221099091371	1.74468030432507	0.527197284665131	3.30934994369948	0.000935128771552045	0.00708513116124589	32112437	"Prupe.1G366300.1"	"Prupe.1G366300.1.p"	""	"PTHR31681,PTHR31681:SF1"	""	""	""	""	"AT1G75710.1"	""	"C2H2-like zinc finger protein"
"Prupe.1G367500"	12.2101583360807	-3.16283214255487	0.668924405608135	-4.72823553160609	2.2647937544578e-06	3.53446663626724e-05	32114068	"Prupe.1G367500.1"	"Prupe.1G367500.1.p"	"PF03641"	"PTHR31223,PTHR31223:SF19"	""	""	"K06966"	""	"AT2G28305.1"	"ATLOG1,LOG1"	"Putative lysine decarboxylase family protein"
"Prupe.1G368100"	44.5130602043993	-1.06764288692455	0.348462520984151	-3.06386719555732	0.00218495881098247	0.0143962701858522	32110959	"Prupe.1G368100.1"	"Prupe.1G368100.1.p"	"PF02519"	"PTHR31374,PTHR31374:SF34"	""	""	"K14488"	"GO:0009733"	"AT1G75590.1"	""	"SAUR-like auxin-responsive protein family "
"Prupe.1G368600"	28.1654888446701	-1.24024266486765	0.44608516894207	-2.78028222235901	0.00543116747140835	0.0302546927578508	32111414	"Prupe.1G368600.1"	"Prupe.1G368600.1.p"	""	"PTHR36028,PTHR36028:SF1"	""	""	""	""	"AT5G15320.1"	""	""
"Prupe.1G369300"	227.005216945157	-0.494984289613576	0.176273564377387	-2.80804606953914	0.00498430958255165	0.0281881677297154	32119868	"Prupe.1G369300.1"	"Prupe.1G369300.1.p"	"PF00170"	"PTHR13690,PTHR13690:SF76"	""	""	""	"GO:0043565,GO:0006355,GO:0003700"	"AT4G38900.2"	""	"Basic-leucine zipper (bZIP) transcription factor family protein"
"Prupe.1G370500"	102.205014285344	0.697733034927633	0.227154392629989	3.07162466395342	0.0021289724271723	0.0140820566585876	32111831	"Prupe.1G370500.1"	"Prupe.1G370500.1.p"	"PF11995,PF00225"	"PTHR24115,PTHR24115:SF496"	"KOG0242"	"3.6.4.4"	"K11498"	"GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871"	"AT3G51150.2"	""	"ATP binding microtubule motor family protein"
"Prupe.1G370800"	66.0494447264979	-2.39824142978576	0.389260972040219	-6.16101176857249	7.22816188423131e-10	2.37433459571379e-08	32119328	"Prupe.1G370800.1"	"Prupe.1G370800.1.p"	"PF05277"	"PTHR17920,PTHR17920:SF7"	""	""	""	""	"AT4G36210.3"	""	"Protein of unknown function (DUF726)"
"Prupe.1G371500"	92.4099131636789	-3.79398163650969	0.517827621542938	-7.32672703940552	2.35841491924019e-13	1.27743293205441e-11	32118618	"Prupe.1G371500.1"	"Prupe.1G371500.1.p"	"PF05142"	"PTHR31604,PTHR31604:SF6"	""	""	""	""	"AT1G75520.1"	"SRS5"	"SHI-related sequence 5"
"Prupe.1G371600"	563.430286910904	-1.73132333415088	0.213738620164971	-8.10018953436949	5.48736291381546e-16	3.94896230045109e-14	32117982	"Prupe.1G371600.1"	"Prupe.1G371600.1.p"	"PF08246,PF00112"	"PTHR12411,PTHR12411:SF365"	""	"3.4.22.41"	"K01373"	"GO:0008234,GO:0006508"	"AT4G39090.1"	"RD19,RD19A"	"Papain family cysteine protease"
"Prupe.1G372000"	17.9980977570785	1.56209312460305	0.488734504934632	3.19619979524871	0.00139250650222394	0.0098883498690003	32116454	"Prupe.1G372000.1"	"Prupe.1G372000.1.p"	"PF14008,PF16656,PF00149"	"PTHR22953,PTHR22953:SF35"	"KOG1378"	"3.1.3.41,3.1.3.2,3.1.3.60"	""	"GO:0016787"	"AT2G27190.1"	"ATPAP1,ATPAP12,PAP1,PAP12"	"purple acid phosphatase 12"
"Prupe.1G372800"	83.6495186875247	1.58834719341407	0.59623660741922	2.66395450002499	0.00772280076419475	0.0400498430501637	32113907	"Prupe.1G372800.1"	"Prupe.1G372800.1.p"	"PF02140,PF01301"	"PTHR23421,PTHR23421:SF51"	""	"3.2.1.23"	""	"GO:0030246,GO:0005975,GO:0004553"	"AT4G36360.1"	"BGAL3"	"beta-galactosidase 3"
"Prupe.1G373000"	18.7038810744101	-5.14525518533944	0.746803398636682	-6.88970510141263	5.59081639449430e-12	2.48608224214566e-10	32114048	"Prupe.1G373000.1"	"Prupe.1G373000.1.p"	"PF00085"	"PTHR10438,PTHR10438:SF274"	"KOG0907"	"1.6.5.4"	"K03671"	"GO:0045454,GO:0015035,GO:0006662"	"AT3G51030.1"	"ATTRX H1,ATTRX1,TRX1"	"thioredoxin H-type 1"
"Prupe.1G373500"	81.0322115357255	-1.07481077922077	0.252463672112171	-4.25728886151679	2.0692092582036e-05	0.000256960461905943	32120065	"Prupe.1G373500.1"	"Prupe.1G373500.1.p"	"PF00179"	"PTHR24067,PTHR24067:SF125"	"KOG0427"	"6.3.2.19"	"K10688"	""	"AT5G42990.1"	"UBC18"	"ubiquitin-conjugating enzyme 18"
"Prupe.1G373900"	170.109385242121	0.653015034820012	0.195013981583688	3.34855495753149	0.000812341678919236	0.00633147747143864	32116237	"Prupe.1G373900.1"	"Prupe.1G373900.1.p"	"PF01926,PF16360,PF13167"	"PTHR10229,PTHR10229:SF2"	"KOG0410"	""	"K03665"	"GO:0005525"	"AT5G57960.1"	""	"GTP-binding protein, HflX"
"Prupe.1G374000"	89.5524999977724	-3.5490964984537	0.939492663177912	-3.77767345883105	0.000158300247009859	0.00155892074410639	32114915	"Prupe.1G374000.1"	"Prupe.1G374000.1.p"	"PF00141"	"PTHR31388,PTHR31388:SF4"	""	"1.11.1.7"	"K00430"	"GO:0055114,GO:0020037,GO:0006979,GO:0004601"	"AT1G44970.1"	""	"Peroxidase superfamily protein"
"Prupe.1G375100"	1070.41026937458	0.58388264902578	0.181990902130848	3.20830680099591	0.0013351898253515	0.00957144525980592	32113816	"Prupe.1G375100.1"	"Prupe.1G375100.1.p"	"PF02577"	"PTHR15160,PTHR15160:SF3"	""	""	""	"GO:0004518"	"AT1G75380.1"	"ATBBD1,BBD1"	"bifunctional nuclease in basal defense response 1"
"Prupe.1G375800"	64.5882443490084	3.1465052136694	0.368487878217414	8.53896532198248	1.35429009261444e-17	1.16870644178753e-15	32111628	"Prupe.1G375800.1"	"Prupe.1G375800.1.p"	"PF03492"	"PTHR31009"	""	"2.1.1.141"	""	"GO:0008168"	"AT1G19640.1"	"JMT"	"jasmonic acid carboxyl methyltransferase"
"Prupe.1G375900"	65.0153073120944	2.13252495062727	0.362001219487685	5.89093305720151	3.84021107687154e-09	1.10154561678262e-07	32120127	"Prupe.1G375900.1"	"Prupe.1G375900.1.p"	"PF00067"	"PTHR24286,PTHR24286:SF28"	"KOG0157"	"1.14.13.93"	""	"GO:0055114,GO:0020037,GO:0016705,GO:0005506"	"AT1G19630.1"	"CYP722A1"	"cytochrome P450, family 722, subfamily A, polypeptide 1"
"Prupe.1G376400"	323.131870310435	1.12713997949643	0.425475935082717	2.64912745130298	0.0080699891602834	0.0414824329223452	32116433	"Prupe.1G376400.1"	"Prupe.1G376400.1.p"	"PF01370"	"PTHR10366,PTHR10366:SF276"	"KOG1502"	"1.1.1.219,1.1.1.234"	"K13082"	"GO:0050662,GO:0003824"	"AT5G42800.1"	"DFR,M318,TT3"	"dihydroflavonol 4-reductase"
"Prupe.1G377200"	2.49238261010594	-2.5785404242799	0.94951706243771	-2.71563358499317	0.00661490839815421	0.0354058408506724	32115221	"Prupe.1G377200.1"	"Prupe.1G377200.1.p"	""	"PTHR38396,PTHR38396:SF1"	""	""	""	""	"AT5G42785.1"	""	""
"Prupe.1G377400"	303.275856500581	-1.27908582363769	0.481153007211371	-2.65837645087354	0.00785181336341794	0.0405451396955805	32118496	"Prupe.1G377400.1"	"Prupe.1G377400.1.p"	""	"PTHR33872,PTHR33872:SF2"	""	""	""	""	"AT1G19530.1"	""	""
"Prupe.1G378200"	203.887311353032	-1.95547651760604	0.230401340165543	-8.48726190655414	2.11562602997575e-17	1.76585408715107e-15	32111323	"Prupe.1G378200.1"	"Prupe.1G378200.1.p"	"PF04770"	"PTHR31948,PTHR31948:SF15"	""	""	""	""	"AT1G75240.1"	"AtHB33,HB33"	"homeobox protein 33"
"Prupe.1G378500"	151.235937800819	1.23824538679465	0.254987247431442	4.8561071162101	1.19715958282771e-06	1.99520065989109e-05	32114841	"Prupe.1G378500.1"	"Prupe.1G378500.1.p"	"PF07690"	"PTHR23500,PTHR23500:SF43"	"KOG0254"	""	"K08145"	"GO:0055085,GO:0016021"	"AT1G75220.1"	""	"Major facilitator superfamily protein"
"Prupe.1G379800"	120.66962009063	-1.2320322842657	0.368035587804323	-3.34759008392618	0.000815174891782766	0.00635112924485379	32119576	"Prupe.1G379800.1"	"Prupe.1G379800.1.p"	"PF03765,PF00650"	"PTHR10174,PTHR10174:SF151"	"KOG1470"	""	""	""	"AT1G75170.1"	""	"Sec14p-like phosphatidylinositol transfer family protein"
"Prupe.1G381000"	8.04260489154599	4.18376468645863	0.861199173249299	4.85806862850705	1.18536326678557e-06	1.97877936814385e-05	32116508	"Prupe.1G381000.1"	"Prupe.1G381000.1.p"	"PF04788"	"PTHR31300,PTHR31300:SF4"	""	""	""	""	"AT1G75160.1"	""	"Protein of unknown function (DUF620)"
